"appid","name","release_date","release_month","is_free","platform_windows","platform_mac","platform_linux","list_price_usd","current_price_usd","discount_percent","price_currency","total_reviews","positive_reviews","negative_reviews","positive_rate","review_score","review_score_desc","metadata_collected_at","review_collected_at","review_collection_date","metadata_collection_date","days_since_release","platform_segment","price_band","log1p_current_price","genre_action","genre_adventure","genre_casual","genre_early_access","genre_free_to_play","genre_game_development","genre_indie","genre_massively_multiplayer","genre_rpg","genre_racing","genre_simulation","genre_sports","genre_strategy","has_review","log1p_current_price_paid","z_log1p_paid_price_component","z_days_since_release"
4129780,"Max Overeater",2025-11-12,"2025-11",0,1,0,0,0.99,0.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:01:01.762594,2026-09-13 20:21:18.344359,2026-09-13,2026-09-13,305,"Windows only","$0.01-$4.99",0.688134638736401,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.688134638736401,-1.71573437006504,-0.773773900343646
4130720,"Pulse Grid",2025-12-31,"2025-12",0,1,0,0,4.99,4.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:01:03.91637,2026-09-13 20:21:20.370478,2026-09-13,2026-09-13,256,"Windows only","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.79009141212736,-0.212555002889199,-1.7177060116997
4131140,"TheParcelEscape",2025-11-24,"2025-11",0,1,0,0,3.99,3.99,0,"USD",6,1,5,0.166666666666667,0,"6 user reviews",2026-09-13 07:04:57.578644,2026-09-13 20:21:22.54548,2026-09-13,2026-09-13,293,"Windows only","$0.01-$4.99",1.60743590976343,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.60743590976343,-0.461715395641907,-1.00494094802268
4131200,"Tippy's Quest",2025-11-29,"2025-11",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:05:00.648243,2026-09-13 20:21:24.705494,2026-09-13,2026-09-13,288,"Windows only","Free",,1,1,0,1,1,0,1,0,1,0,0,0,0,0,,0,-1.10126055122228
4131270,"Final battle in zhifudao",2025-12-15,"2025-12",0,1,0,0,1.99,1.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:05:05.086694,2026-09-13 20:21:26.771653,2026-09-13,2026-09-13,272,"Windows only","$0.01-$4.99",1.0952733874026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0952733874026,-1.16035635402041,-1.40948328146099
4132020,"Shengtang Mountain in Jinxiu County",2025-11-10,"2025-11",0,1,0,0,1.99,1.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:05:17.800789,2026-09-13 20:21:28.881462,2026-09-13,2026-09-13,307,"Windows only","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0952733874026,-1.16035635402041,-0.735246059063807
4132780,"on Titan",2025-11-25,"2025-11",0,1,0,0,18.99,18.99,0,"USD",3,3,0,1,0,"3 user reviews",2026-09-13 07:05:30.494569,2026-09-13 20:21:30.980846,2026-09-13,2026-09-13,292,"Windows only","$10.00-$19.99",2.99523214851231,1,0,1,0,0,0,1,0,0,0,1,1,0,1,2.99523214851231,1.43137762062238,-1.0242048686626
4132800,"BLADE.EXE",2025-11-25,"2025-11",0,1,0,0,4.99,4.99,0,"USD",13,7,6,0.538461538461538,5,"Mixed",2026-09-13 07:05:32.59668,2026-09-13 20:21:33.014344,2026-09-13,2026-09-13,292,"Windows only","$0.01-$4.99",1.79009141212736,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-1.0242048686626
4133370,"Pixel Mart",2025-12-08,"2025-12",0,1,0,0,4.99,4.99,0,"USD",4,4,0,1,0,"4 user reviews",2026-09-13 07:05:38.8281,2026-09-13 20:21:35.186573,2026-09-13,2026-09-13,279,"Windows only","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.79009141212736,-0.212555002889199,-1.27463583698155
4133400,"SMBH : Super Massive Black Hole",2025-12-11,"2025-12",0,1,0,0,3.99,3.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:05:40.842653,2026-09-13 20:21:37.254749,2026-09-13,2026-09-13,276,"Windows only","$0.01-$4.99",1.60743590976343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.60743590976343,-0.461715395641907,-1.33242759890131
4133950,"Agyaat",2025-12-22,"2025-12",0,1,0,0,2.99,2.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-13 07:05:47.178054,2026-09-13 20:21:39.301541,2026-09-13,2026-09-13,265,"Windows only","$0.01-$4.99",1.38379123090177,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,-1.54433072594043
4133980,"Bazterka - Urik Gabeko Herria",2025-12-02,"2025-12",0,1,0,0,13.99,13.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-13 07:05:49.18347,2026-09-13 20:21:41.333209,2026-09-13,2026-09-13,285,"Windows only","$10.00-$19.99",2.70738331211451,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.70738331211451,1.03872298825665,-1.15905231314204
4134640,"A Date With Yuika",2025-11-26,"2025-11",0,1,1,0,5.99,5.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:06:01.747393,2026-09-13 20:21:43.40641,2026-09-13,2026-09-13,291,"Windows + macOS","$5.00-$9.99",1.94448055624572,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.94448055624572,-0.00195275282042951,-1.04346878930252
4135730,"GoGDoD",2025-12-26,"2025-12",0,1,1,1,4.99,4.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:06:20.917984,2026-09-13 20:21:45.507486,2026-09-13,2026-09-13,261,"Windows + macOS + Linux","$0.01-$4.99",1.79009141212736,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1.79009141212736,-0.212555002889199,-1.6213864085001
4137880,"Express No. 6",2025-12-09,"2025-12",0,1,0,0,4.99,2.99,40,"USD",128,107,21,0.8359375,8,"Very Positive",2026-09-13 07:06:55.863329,2026-09-13 20:21:47.559151,2026-09-13,2026-09-13,278,"Windows only","$0.01-$4.99",1.38379123090177,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,-1.29389975762147
4138560,"devasion 0.5",2025-11-28,"2025-11",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:07:02.12269,2026-09-13 20:21:49.793587,2026-09-13,2026-09-13,289,"Windows only","Free",,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,-1.08199663058236
4139030,"发现时代 Age Of Discovery",2025-11-21,"2025-11",0,1,1,0,3.99,3.99,0,"USD",7,7,0,1,0,"7 user reviews",2026-09-13 07:07:12.613854,2026-09-13 20:21:51.953645,2026-09-13,2026-09-13,296,"Windows + macOS","$0.01-$4.99",1.60743590976343,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1.60743590976343,-0.461715395641907,-0.947149186102921
4139400,"Apee Escapee",2025-12-11,"2025-12",0,1,0,0,0.99,0.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:07:17.107996,2026-09-13 20:21:54.034564,2026-09-13,2026-09-13,276,"Windows only","$0.01-$4.99",0.688134638736401,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.688134638736401,-1.71573437006504,-1.33242759890131
4139910,"Kaya The Dog",2025-12-12,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:07:27.538259,2026-09-13 20:21:56.212264,2026-09-13,2026-09-13,275,"Windows only","Free",,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,0,-1.35169151954123
4140080,"Russian prison",2025-12-25,"2025-12",0,1,0,0,4.99,4.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-13 07:07:29.688256,2026-09-13 20:21:58.259896,2026-09-13,2026-09-13,262,"Windows only","$0.01-$4.99",1.79009141212736,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-1.60212248786018
4140140,"Pernicious",2025-11-23,"2025-11",0,1,0,0,19.99,19.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:07:31.756435,2026-09-13 20:22:00.383163,2026-09-13,2026-09-13,294,"Windows only","$10.00-$19.99",3.04404613383254,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.04404613383254,1.49796478387127,-0.98567702738276
4140370,"Lang Ops: Korean (intro to learn language)",2025-12-24,"2025-12",0,1,0,0,5.7,5.7,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:07:35.310397,2026-09-13 20:22:02.603245,2026-09-13,2026-09-13,263,"Windows only","$5.00-$9.99",1.90210752639692,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1.90210752639692,-0.0597538079357213,-1.58285856722026
4141140,"Dark Nights - Reflections",2025-12-12,"2025-12",0,1,1,0,7.2,7.2,0,"USD",34,33,1,0.970588235294118,7,"Positive",2026-09-13 07:07:45.865674,2026-09-13 20:22:04.849741,2026-09-13,2026-09-13,275,"Windows + macOS","$5.00-$9.99",2.10413415427021,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.10413415427021,0.215830739455135,-1.35169151954123
4142630,"Bane of Darkness",2025-12-04,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:08:07.493155,2026-09-13 20:22:07.009604,2026-09-13,2026-09-13,283,"Windows only","Free",,1,0,1,0,1,0,1,0,1,0,0,0,0,0,,0,-1.19758015442187
4143570,"Black Signal",2025-11-21,"2025-11",0,1,1,0,4.99,4.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-13 07:08:22.704536,2026-09-13 20:22:09.090864,2026-09-13,2026-09-13,296,"Windows + macOS","$0.01-$4.99",1.79009141212736,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1.79009141212736,-0.212555002889199,-0.947149186102921
4144840,"Doctor Visit",2025-11-26,"2025-11",0,1,1,0,5.99,5.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-13 07:08:44.150458,2026-09-13 20:22:11.275714,2026-09-13,2026-09-13,291,"Windows + macOS","$5.00-$9.99",1.94448055624572,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.94448055624572,-0.00195275282042951,-1.04346878930252
4147730,"Survivors of Cloudacre",2025-11-27,"2025-11",0,1,0,0,7.99,7.99,0,"USD",4,4,0,1,0,"4 user reviews",2026-09-13 07:09:24.694161,2026-09-13 20:22:13.432479,2026-09-13,2026-09-13,290,"Windows only","$5.00-$9.99",2.19611284848353,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2.19611284848353,0.341298887298887,-1.06273270994244
4148020,"Desktop Dream Car",2025-11-27,"2025-11",0,1,0,0,2.99,2.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:09:35.147301,2026-09-13 20:22:15.477173,2026-09-13,2026-09-13,290,"Windows only","$0.01-$4.99",1.38379123090177,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1.38379123090177,-0.766789128987195,-1.06273270994244
4148290,"Escape Exit: Floor 10",2025-11-20,"2025-11",0,1,0,0,3.99,3.99,0,"USD",2,1,1,0.5,0,"2 user reviews",2026-09-13 07:09:37.299135,2026-09-13 20:22:17.714863,2026-09-13,2026-09-13,297,"Windows only","$0.01-$4.99",1.60743590976343,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1.60743590976343,-0.461715395641907,-0.927885265463002
4148480,"Message: Read at Your Own Risk",2025-12-15,"2025-12",0,1,0,0,9.99,9.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:09:39.318788,2026-09-13 20:22:19.766797,2026-09-13,2026-09-13,272,"Windows only","$5.00-$9.99",2.39698576841553,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2.39698576841553,0.615309661548216,-1.40948328146099
4148960,"Seven Scarecrows",2025-12-01,"2025-12",0,1,0,0,8.99,8.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:09:43.57156,2026-09-13 20:22:22.005273,2026-09-13,2026-09-13,286,"Windows only","$5.00-$9.99",2.30158459266046,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.30158459266046,0.485172906221557,-1.13978839250212
4149960,"Dead Feed",2025-11-28,"2025-11",0,1,0,0,2.99,2.99,0,"USD",51,38,13,0.745098039215686,6,"Mostly Positive",2026-09-13 07:09:58.387157,2026-09-13 20:22:24.179314,2026-09-13,2026-09-13,289,"Windows only","$0.01-$4.99",1.38379123090177,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.38379123090177,-0.766789128987195,-1.08199663058236
4150260,"Fanjing Mountain in Guizhou",2025-11-18,"2025-11",0,1,0,0,1.99,1.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:10:00.592737,2026-09-13 20:22:26.430047,2026-09-13,2026-09-13,299,"Windows only","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0952733874026,-1.16035635402041,-0.889357424183163
4150680,"拾光绘喵 Paws & Pastels",2025-12-02,"2025-12",0,1,0,0,3.99,3.99,0,"USD",3,2,1,0.666666666666667,0,"3 user reviews",2026-09-13 07:10:06.797676,2026-09-13 20:22:28.447567,2026-09-13,2026-09-13,285,"Windows only","$0.01-$4.99",1.60743590976343,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.60743590976343,-0.461715395641907,-1.15905231314204
4151420,"Santa with Gun",2025-11-22,"2025-11",0,1,0,0,3.99,3.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:10:19.531894,2026-09-13 20:22:30.582566,2026-09-13,2026-09-13,295,"Windows only","$0.01-$4.99",1.60743590976343,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.60743590976343,-0.461715395641907,-0.966413106742841
4152310,"Bush 1022",2025-12-18,"2025-12",0,1,0,1,6.15,6.15,0,"USD",94,93,1,0.98936170212766,8,"Very Positive",2026-09-13 07:10:32.489267,2026-09-13 20:22:32.831525,2026-09-13,2026-09-13,269,"Windows + Linux","$5.00-$9.99",1.96711235670592,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.96711235670592,0.0289192889105028,-1.46727504338075
4153370,"Core Destroyer",2025-11-19,"2025-11",0,1,0,0,0.99,0.99,0,"USD",4,3,1,0.75,0,"4 user reviews",2026-09-13 07:10:49.026428,2026-09-13 20:22:35.032451,2026-09-13,2026-09-13,298,"Windows only","$0.01-$4.99",0.688134638736401,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.688134638736401,-1.71573437006504,-0.908621344823082
4153670,"Until Death",2025-12-03,"2025-12",0,1,0,0,0.99,0.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:10:57.657905,2026-09-13 20:22:37.178021,2026-09-13,2026-09-13,284,"Windows only","$0.01-$4.99",0.688134638736401,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.688134638736401,-1.71573437006504,-1.17831623378195
4153890,"Clapism",2025-11-20,"2025-11",0,1,0,0,2.99,2.99,0,"USD",28,24,4,0.857142857142857,7,"Positive",2026-09-13 07:11:01.868992,2026-09-13 20:22:39.288847,2026-09-13,2026-09-13,297,"Windows only","$0.01-$4.99",1.38379123090177,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1.38379123090177,-0.766789128987195,-0.927885265463002
4154110,"Beyond The Second Hour",2025-12-16,"2025-12",0,1,0,0,1.25,1.25,0,"USD",2,1,1,0.5,0,"2 user reviews",2026-09-13 07:11:04.08117,2026-09-13 20:22:41.538453,2026-09-13,2026-09-13,271,"Windows only","$0.01-$4.99",0.810930216216329,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.810930216216329,-1.54822890804926,-1.42874720210091
4154280,"百鬼图鉴-国风·挂机·卡牌·游戏",2025-11-20,"2025-11",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:11:06.318261,2026-09-13 20:22:43.732692,2026-09-13,2026-09-13,297,"Windows only","Free",,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,0,-0.927885265463002
4154430,"BOD EFSANESI: PARS",2025-12-14,"2025-12",1,1,0,0,,,,,3,2,1,0.666666666666667,0,"3 user reviews",2026-09-13 07:11:10.385731,2026-09-13 20:22:45.878954,2026-09-13,2026-09-13,273,"Windows only","Free",,1,1,0,0,1,0,1,0,0,0,0,0,0,1,,0,-1.39021936082107
4154760,"Win The Election",2025-11-20,"2025-11",0,1,0,0,5.99,5.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-13 07:11:16.858164,2026-09-13 20:22:47.898378,2026-09-13,2026-09-13,297,"Windows only","$5.00-$9.99",1.94448055624572,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1.94448055624572,-0.00195275282042951,-0.927885265463002
4155130,"Exovore",2025-12-17,"2025-12",0,1,0,1,4.99,4.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:11:23.470338,2026-09-13 20:22:49.904814,2026-09-13,2026-09-13,270,"Windows + Linux","$0.01-$4.99",1.79009141212736,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-1.44801112274083
4155500,"Elezion",2025-12-05,"2025-12",0,1,1,1,3.99,0.99,75,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:11:27.886074,2026-09-13 20:22:51.973295,2026-09-13,2026-09-13,282,"Windows + macOS + Linux","$0.01-$4.99",0.688134638736401,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.688134638736401,-1.71573437006504,-1.21684407506179
4156550,"The Haunted Spot",2025-11-19,"2025-11",0,1,0,1,3.99,3.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:11:44.588068,2026-09-13 20:22:54.115242,2026-09-13,2026-09-13,298,"Windows + Linux","$0.01-$4.99",1.60743590976343,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.60743590976343,-0.461715395641907,-0.908621344823082
4157640,"BUDUKUTUA",2025-12-05,"2025-12",0,1,0,0,4.99,4.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:11:51.139905,2026-09-13 20:22:56.196378,2026-09-13,2026-09-13,282,"Windows only","$0.01-$4.99",1.79009141212736,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-1.21684407506179
4157780,"Manchester's Crimes: The Beginnings",2025-12-13,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:11:53.382315,2026-09-13 20:22:58.437268,2026-09-13,2026-09-13,274,"Windows only","Free",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,-1.37095544018115
4158400,"Clockwork Cleanup",2025-12-08,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:11:57.642327,2026-09-13 20:23:00.679395,2026-09-13,2026-09-13,279,"Windows only","Free",,0,0,1,0,1,0,1,0,0,0,0,0,1,0,,0,-1.27463583698155
4158430,"Linker Vibe",2025-12-01,"2025-12",0,1,0,0,4.99,4.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:11:59.706536,2026-09-13 20:23:02.757161,2026-09-13,2026-09-13,286,"Windows only","$0.01-$4.99",1.79009141212736,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-1.13978839250212
4158540,"Crossroads Farming Co.",2025-12-04,"2025-12",0,1,0,0,5.99,5.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:12:01.743846,2026-09-13 20:23:04.956849,2026-09-13,2026-09-13,283,"Windows only","$5.00-$9.99",1.94448055624572,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1.94448055624572,-0.00195275282042951,-1.19758015442187
4160160,"Dumbubu",2025-12-19,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:12:28.328224,2026-09-13 20:23:07.124334,2026-09-13,2026-09-13,268,"Windows only","Free",,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,0,-1.48653896402067
4160320,"Pigment",2025-12-01,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:12:32.489981,2026-09-13 20:23:09.22741,2026-09-13,2026-09-13,286,"Windows only","Free",,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,-1.13978839250212
4160960,"EGGMART",2025-11-26,"2025-11",0,1,0,0,8.99,8.99,0,"USD",7,4,3,0.571428571428571,0,"7 user reviews",2026-09-13 07:12:39.00602,2026-09-13 20:23:11.419316,2026-09-13,2026-09-13,291,"Windows only","$5.00-$9.99",2.30158459266046,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.30158459266046,0.485172906221557,-1.04346878930252
4161290,"Home Cooked Spaghetti Western",2025-12-04,"2025-12",0,1,0,0,4.99,4.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:12:45.143011,2026-09-13 20:23:13.668132,2026-09-13,2026-09-13,283,"Windows only","$0.01-$4.99",1.79009141212736,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.79009141212736,-0.212555002889199,-1.19758015442187
4161370,"The Entity Within",2025-12-20,"2025-12",0,1,0,0,2.99,2.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-13 07:12:51.729766,2026-09-13 20:23:15.800342,2026-09-13,2026-09-13,267,"Windows only","$0.01-$4.99",1.38379123090177,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,-1.50580288466059
4161490,"Tatvalok",2025-11-28,"2025-11",0,1,0,0,3.99,3.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:12:58.138515,2026-09-13 20:23:17.956465,2026-09-13,2026-09-13,289,"Windows only","$0.01-$4.99",1.60743590976343,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1.60743590976343,-0.461715395641907,-1.08199663058236
4161930,"A taste of home",2025-12-04,"2025-12",0,1,0,0,2.99,2.99,0,"USD",90,85,5,0.944444444444444,8,"Very Positive",2026-09-13 07:13:04.465414,2026-09-13 20:23:20.072562,2026-09-13,2026-09-13,283,"Windows only","$0.01-$4.99",1.38379123090177,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1.38379123090177,-0.766789128987195,-1.19758015442187
4162160,"新盗墓笔记（南派三叔正版授权）",2025-11-28,"2025-11",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:13:12.874669,2026-09-13 20:23:22.205997,2026-09-13,2026-09-13,289,"Windows only","Free",,1,0,0,0,1,0,0,1,1,0,0,0,1,0,,0,-1.08199663058236
4162240,"圈套scheme",2025-11-30,"2025-11",0,1,0,0,0.99,0.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:13:17.049961,2026-09-13 20:23:24.304401,2026-09-13,2026-09-13,287,"Windows only","$0.01-$4.99",0.688134638736401,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0.688134638736401,-1.71573437006504,-1.1205244718622
4162270,"Poop Game【Suika-Style Falling Puzzle】",2025-11-27,"2025-11",0,1,0,0,0.99,0.99,0,"USD",6,4,2,0.666666666666667,0,"6 user reviews",2026-09-13 07:13:19.136466,2026-09-13 20:23:26.354534,2026-09-13,2026-09-13,290,"Windows only","$0.01-$4.99",0.688134638736401,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.688134638736401,-1.71573437006504,-1.06273270994244
4162280,"Sad Virus Forest",2025-11-21,"2025-11",0,1,0,0,0.99,0.99,0,"USD",8,7,1,0.875,0,"8 user reviews",2026-09-13 07:13:21.362058,2026-09-13 20:23:28.41974,2026-09-13,2026-09-13,296,"Windows only","$0.01-$4.99",0.688134638736401,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.688134638736401,-1.71573437006504,-0.947149186102921
4162300,"Obsessed : Trace",2025-12-22,"2025-12",0,1,0,0,4.99,4.99,0,"USD",77,66,11,0.857142857142857,8,"Very Positive",2026-09-13 07:13:23.564339,2026-09-13 20:23:30.56157,2026-09-13,2026-09-13,265,"Windows only","$0.01-$4.99",1.79009141212736,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-1.54433072594043
4162750,"GogRun",2025-11-28,"2025-11",0,1,0,0,3.99,3.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:13:27.584272,2026-09-13 20:23:32.76846,2026-09-13,2026-09-13,289,"Windows only","$0.01-$4.99",1.60743590976343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60743590976343,-0.461715395641907,-1.08199663058236
4163080,"Unlimited Farm Tycoon - Cozy Idle Farm Game",2025-11-24,"2025-11",0,1,0,0,4.99,1.24,75,"USD",17,15,2,0.882352941176471,7,"Positive",2026-09-13 07:13:38.311835,2026-09-13 20:23:34.788757,2026-09-13,2026-09-13,293,"Windows only","$0.01-$4.99",0.806475865866949,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0.806475865866949,-1.55430508789682,-1.00494094802268
4163440,"Cognitive Displacement",2025-12-08,"2025-12",0,1,0,0,1.99,1.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-13 07:13:44.756622,2026-09-13 20:23:36.857259,2026-09-13,2026-09-13,279,"Windows only","$0.01-$4.99",1.0952733874026,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.0952733874026,-1.16035635402041,-1.27463583698155
4164340,"Sakushapara Baseball",2025-12-02,"2025-12",0,1,0,0,8.99,8.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:13:53.281173,2026-09-13 20:23:38.90973,2026-09-13,2026-09-13,285,"Windows only","$5.00-$9.99",2.30158459266046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.30158459266046,0.485172906221557,-1.15905231314204
4164370,"JU,QI,PAO",2025-11-27,"2025-11",0,1,0,0,1.99,1.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:13:55.487163,2026-09-13 20:23:41.082962,2026-09-13,2026-09-13,290,"Windows only","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0952733874026,-1.16035635402041,-1.06273270994244
4164440,"Meow Time Machine: VAN GOGH Plus",2025-12-30,"2025-12",0,1,0,0,5.99,5.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-13 07:13:59.657889,2026-09-13 20:23:43.211444,2026-09-13,2026-09-13,257,"Windows only","$5.00-$9.99",1.94448055624572,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.94448055624572,-0.00195275282042951,-1.69844209105978
4164950,"Legitimate Space Corp Simulator LLC - Prologue",2025-12-09,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-13 07:14:12.655922,2026-09-13 20:23:45.468672,2026-09-13,2026-09-13,278,"Windows only","Free",,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,0,-1.29389975762147
4165690,"House in a Meadow VR",2025-12-12,"2025-12",0,1,0,0,179.99,179.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:14:25.355893,2026-09-13 20:23:47.634585,2026-09-13,2026-09-13,275,"Windows only","$30.00+",5.19844178112078,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.19844178112078,4.43677614556536,-1.35169151954123
4166750,"SANTAQUEST",2025-12-16,"2025-12",0,1,0,0,0.99,0.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-13 07:14:31.844315,2026-09-13 20:23:49.738014,2026-09-13,2026-09-13,271,"Windows only","$0.01-$4.99",0.688134638736401,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.688134638736401,-1.71573437006504,-1.42874720210091
